week_start,week_end,campaign_id,campaign_name,conversion_action_resource,conversion_action_name,conversion_action_category,conversions,conversion_value,all_conversions,all_conversion_value
2024-09-16,2024-09-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.000000,0.000000
2024-09-16,2024-09-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,23.160363,0.000000
2024-09-16,2024-09-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2024-09-16,2024-09-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,6.266889,2018.998091,6.266889,2018.998091
2024-09-23,2024-09-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,11.833332,0.000000
2024-09-23,2024-09-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,18.984546,0.000000
2024-09-23,2024-09-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2024-09-23,2024-09-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,11.883906,4217.134804,11.883906,4217.134804
2024-09-30,2024-10-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,11.500000,0.000000
2024-09-30,2024-10-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.537376,0.000000
2024-09-30,2024-10-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.001764,0.000000
2024-09-30,2024-10-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.007929,599.114827,8.007929,599.114827
2024-10-07,2024-10-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,6.509787,0.000000
2024-10-07,2024-10-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.018728,0.000000
2024-10-07,2024-10-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.998923,0.000000
2024-10-07,2024-10-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,3.000000,184.110000,3.000000,184.110000
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,16.744236,0.000000
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,16.852809,0.000000
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736506428,Contact Us,OUTBOUND_CLICK,0.000000,0.000000,1.611105,0.000000
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.003224,0.000000
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.124993,3306.866045,9.124993,3306.866045
2024-10-14,2024-10-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,0.000000,6.071201,0.000000,6.071201
2024-10-21,2024-10-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,14.732808,0.000000
2024-10-21,2024-10-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,10.679589,0.000000
2024-10-21,2024-10-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736506428,Contact Us,OUTBOUND_CLICK,0.000000,0.000000,0.222220,0.000000
2024-10-21,2024-10-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,4.222220,61.798545,4.222220,61.798545
2024-10-21,2024-10-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,1.000000,17.430000,1.000000,17.430000
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,14.710538,0.000000
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.434525,0.000000
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736506428,Contact Us,OUTBOUND_CLICK,0.000000,0.000000,0.166675,0.000000
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.484212,0.000000
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,6.178987,1277.461569,6.178987,1277.461569
2024-10-28,2024-11-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,4.012312,1189.403612,4.012312,1189.403612
2024-11-04,2024-11-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,13.157449,0.000000
2024-11-04,2024-11-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,17.989957,0.000000
2024-11-04,2024-11-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.000000,0.000000
2024-11-04,2024-11-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,5.743456,1343.467285,5.743456,1343.467285
2024-11-04,2024-11-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,5.743456,1343.467285,5.743456,1343.467285
2024-11-11,2024-11-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,20.996391,0.000000
2024-11-11,2024-11-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,20.000000,0.000000
2024-11-11,2024-11-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.004059,0.000000
2024-11-11,2024-11-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.000000,1975.090000,9.000000,1975.090000
2024-11-11,2024-11-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,9.000000,1975.090000,9.000000,1975.090000
2024-11-18,2024-11-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,8.000000,0.000000
2024-11-18,2024-11-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,16.000000,0.000000
2024-11-18,2024-11-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,0.995028,0.000000
2024-11-18,2024-11-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,7.638098,4157.959604,7.638098,4157.959604
2024-11-18,2024-11-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,7.638098,4157.959604,7.638098,4157.959604
2024-11-25,2024-12-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,10.000000,0.000000
2024-11-25,2024-12-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.480353,0.000000
2024-11-25,2024-12-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2024-11-25,2024-12-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,4.000000,6297.190000,4.000000,6297.190000
2024-11-25,2024-12-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,4.000000,6297.190000,4.000000,6297.190000
2024-12-02,2024-12-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,13.000000,0.000000
2024-12-02,2024-12-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,26.000000,0.000000
2024-12-09,2024-12-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,11.512213,0.000000
2024-12-09,2024-12-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,17.006789,0.000000
2024-12-09,2024-12-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.995941,0.000000
2024-12-09,2024-12-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,5.136834,605.603897,5.136834,605.603897
2024-12-09,2024-12-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,4.869861,603.674213,4.880769,604.328693
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,10.818921,0.000000
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,21.999366,0.000000
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736506428,Contact Us,OUTBOUND_CLICK,0.000000,0.000000,1.000000,0.000000
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.333334,0.000000
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.465151,2719.004808,9.465151,2719.004808
2024-12-16,2024-12-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,9.318729,2717.946166,9.324717,2718.305446
2024-12-23,2024-12-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,27.891777,0.000000
2024-12-23,2024-12-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,26.862037,0.000000
2024-12-23,2024-12-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,5.995642,0.000000
2024-12-23,2024-12-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.256360,294.507837,8.256360,294.507837
2024-12-23,2024-12-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,7.836853,138.493166,7.836853,138.493166
2024-12-30,2025-01-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.006918,0.000000
2024-12-30,2025-01-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,16.173585,0.000000
2024-12-30,2025-01-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736506428,Contact Us,OUTBOUND_CLICK,0.000000,0.000000,1.000000,0.000000
2024-12-30,2025-01-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.085346,1708.124240,8.085346,1708.124240
2024-12-30,2025-01-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,7.309405,1352.243226,7.309405,1352.243226
2025-01-06,2025-01-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.023808,0.000000
2025-01-06,2025-01-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.190474,0.000000
2025-01-06,2025-01-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.166666,0.000000
2025-01-06,2025-01-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.483557,1739.607946,10.483557,1739.607946
2025-01-06,2025-01-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/6922318975,[85ed] Google for WooCommerce purchase action,PURCHASE,1.500000,110.470000,4.957387,462.323220
2025-01-13,2025-01-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.760298,0.000000
2025-01-13,2025-01-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,15.500000,0.000000
2025-01-13,2025-01-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2025-01-13,2025-01-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,11.613230,7091.634097,11.613230,7091.634097
2025-01-20,2025-01-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,21.987853,0.000000
2025-01-20,2025-01-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,23.986477,0.000000
2025-01-20,2025-01-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.000696,0.000000
2025-01-20,2025-01-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.897673,2253.517673,8.897673,2253.517673
2025-01-27,2025-02-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,25.392053,0.000000
2025-01-27,2025-02-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,18.002860,0.000000
2025-01-27,2025-02-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.000696,0.000000
2025-01-27,2025-02-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,5.886630,365.132812,5.886630,365.132812
2025-02-03,2025-02-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,30.033391,0.000000
2025-02-03,2025-02-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.330562,0.000000
2025-02-03,2025-02-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,5.142244,0.000000
2025-02-03,2025-02-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.504761,333.760340,8.504761,333.760340
2025-02-10,2025-02-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.427540,0.000000
2025-02-10,2025-02-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,23.000071,0.000000
2025-02-10,2025-02-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.000000,0.000000
2025-02-10,2025-02-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.627729,578.608514,8.627729,578.608514
2025-02-17,2025-02-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,10.237349,0.000000
2025-02-17,2025-02-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,18.646445,0.000000
2025-02-17,2025-02-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.333333,0.000000
2025-02-17,2025-02-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,3.035811,366.978981,3.035811,366.978981
2025-02-24,2025-03-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.869792,0.000000
2025-02-24,2025-03-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.039378,0.000000
2025-02-24,2025-03-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.424241,0.000000
2025-02-24,2025-03-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,8.286631,4145.233184,8.286631,4145.233184
2025-03-03,2025-03-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.800000,0.000000
2025-03-03,2025-03-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,39.216666,0.000000
2025-03-03,2025-03-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.000000,0.000000
2025-03-03,2025-03-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.685521,973.906054,10.685521,973.906054
2025-03-10,2025-03-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.877447,0.000000
2025-03-10,2025-03-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,24.297805,0.000000
2025-03-10,2025-03-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.000000,0.000000
2025-03-10,2025-03-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,14.238963,1339.333276,14.238963,1339.333276
2025-03-17,2025-03-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,32.020304,0.000000
2025-03-17,2025-03-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,23.535966,0.000000
2025-03-17,2025-03-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,5.000000,0.000000
2025-03-17,2025-03-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,7.743759,69.381043,7.743759,69.381043
2025-03-24,2025-03-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,29.499998,0.000000
2025-03-24,2025-03-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,33.961905,0.000000
2025-03-24,2025-03-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,6.428571,0.000000
2025-03-24,2025-03-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,16.135797,2947.744662,16.135797,2947.744662
2025-03-31,2025-04-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,24.931622,0.000000
2025-03-31,2025-04-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,18.637274,0.000000
2025-03-31,2025-04-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2025-03-31,2025-04-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,11.903020,2413.766668,11.903020,2413.766668
